seqnames	start	end	width	strand	peakNames	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest	symbol
chr20	22276729	22276970	242	*	c("macs_OLAPMMS2__OLAPMMS_2_new_peak_333", "macs_OLAPMMS1__OLAPMMS_1_new_peak_435", "macs_DMSOMMS1__DMMS_1_new_peak_72", "macs_DMSOMMS2__DMMS_2_new_peak_814")	060	ENSG00000225321	22253311	22273310	-	upstream	-3419	3419	NearestLocation	LINC01427
chr20	39097451	39097773	323	*	c("macs_DMSOMMS2__DMMS_2_new_peak_823", "macs_DMSOMMS1__DMMS_1_new_peak_73", "macs_OLAPMMS1__OLAPMMS_1_new_peak_442", "macs_OLAPMMS2__OLAPMMS_2_new_peak_336")	061	ENSG00000204103	39307881	39327880	-	downstream	230429	210108	NearestLocation	MAFB
chr20	40279162	40279492	331	*	c("macs_DMSOMMS2__DMMS_2_new_peak_824", "macs_DMSOMMS1__DMMS_1_new_peak_74", "macs_OLAPMMS1__OLAPMMS_1_new_peak_443", "macs_OLAPMMS2__OLAPMMS_2_new_peak_337")	062	ENSG00000124177	40237134	40257133	-	upstream	-22029	22029	NearestLocation	CHD6
chr21	44092046	44092418	373	*	c("macs_DMSOMMS2__DMMS_2_new_peak_860", "macs_OLAPMMS1__OLAPMMS_1_new_peak_460", "macs_OLAPMMS2__OLAPMMS_2_new_peak_348", "macs_DMSOMMS1__DMMS_1_new_peak_76")	063	ENSG00000235023	44061355	44081354	-	upstream	-10692	10692	NearestLocation	NA
chr22	46371125	46371411	287	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_468", "macs_DMSOMMS2__DMMS_2_new_peak_878", "macs_DMSOMMS1__DMMS_1_new_peak_77", "macs_OLAPMMS2__OLAPMMS_2_new_peak_357")	064	ENSG00000188064	46363010	46383009	-	inside	11884	8115	NearestLocation	WNT7B
chr22	47688165	47688530	366	*	c("macs_DMSOMMS1__DMMS_1_new_peak_78", "macs_OLAPMMS2__OLAPMMS_2_new_peak_358", "macs_OLAPMMS1__OLAPMMS_1_new_peak_469", "macs_DMSOMMS2__DMMS_2_new_peak_879")	065	ENSG00000224715	47731320	47751319	+	upstream	-43155	42790	NearestLocation	LOC339685
chr3	155852389	155852657	269	*	c("macs_DMSOMMS2__DMMS_2_new_peak_965", "macs_OLAPMMS1__OLAPMMS_1_new_peak_525", "macs_DMSOMMS1__DMMS_1_new_peak_79", "macs_OLAPMMS2__OLAPMMS_2_new_peak_401")	066	ENSG00000242537	155821988	155841987	-	upstream	-10402	10402	NearestLocation	NA
chr3	170585344	170585665	322	*	c("macs_DMSOMMS2__DMMS_2_new_peak_975", "macs_OLAPMMS1__OLAPMMS_1_new_peak_529", "macs_OLAPMMS2__OLAPMMS_2_new_peak_404", "macs_DMSOMMS1__DMMS_1_new_peak_80")	067	ENSG00000163584	170578273	170598272	-	inside	12928	7071	Overlapping	RPL22L1
chr3	170585344	170585665	322	*	c("macs_DMSOMMS2__DMMS_2_new_peak_975", "macs_OLAPMMS1__OLAPMMS_1_new_peak_529", "macs_OLAPMMS2__OLAPMMS_2_new_peak_404", "macs_DMSOMMS1__DMMS_1_new_peak_80")	067	ENSG00000242567	170576769	170596768	-	inside	11424	8575	NearestLocation	NA
chr4	8353688	8353944	257	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_543", "macs_DMSOMMS1__DMMS_1_new_peak_82", "macs_DMSOMMS2__DMMS_2_new_peak_1011", "macs_OLAPMMS2__OLAPMMS_2_new_peak_420")	068	ENSG00000202054	8384743	8404742	+	upstream	-31055	30799	NearestLocation	NA
chr4	12863086	12863426	341	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1012", "macs_OLAPMMS1__OLAPMMS_1_new_peak_544", "macs_OLAPMMS2__OLAPMMS_2_new_peak_422", "macs_DMSOMMS1__DMMS_1_new_peak_83")	069	ENSG00000221794	12788792	12808791	-	upstream	-54295	54295	NearestLocation	NA
chr4	20640990	20641367	378	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1015", "macs_OLAPMMS1__OLAPMMS_1_new_peak_545", "macs_OLAPMMS2__OLAPMMS_2_new_peak_423", "macs_DMSOMMS1__DMMS_1_new_peak_84")	070	ENSG00000163138	20687906	20707905	+	upstream	-46916	46539	NearestLocation	PACRGL
chr4	41079741	41080037	297	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1024", "macs_OLAPMMS1__OLAPMMS_1_new_peak_552", "macs_OLAPMMS2__OLAPMMS_2_new_peak_427", "macs_DMSOMMS1__DMMS_1_new_peak_85")	071	ENSG00000199790	41076625	41096624	+	inside	3116	3116	NearestLocation	NA
chr4	55988504	55988807	304	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1032", "macs_DMSOMMS1__DMMS_1_new_peak_86", "macs_OLAPMMS2__OLAPMMS_2_new_peak_430", "macs_OLAPMMS1__OLAPMMS_1_new_peak_558")	072	ENSG00000128052	55981757	56001756	-	inside	13252	6747	NearestLocation	KDR
chr4	89436125	89436424	300	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_569", "macs_OLAPMMS2__OLAPMMS_2_new_peak_439", "macs_DMSOMMS2__DMMS_2_new_peak_1051", "macs_DMSOMMS1__DMMS_1_new_peak_88")	073	ENSG00000221079	89405168	89425167	-	upstream	-10958	10958	NearestLocation	NA
chr4	89436125	89436424	300	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_569", "macs_OLAPMMS2__OLAPMMS_2_new_peak_439", "macs_DMSOMMS2__DMMS_2_new_peak_1051", "macs_DMSOMMS1__DMMS_1_new_peak_88")	073	ENSG00000145337	89434965	89454964	-	inside	18839	1160	Overlapping	PYURF
chr4	101551385	101551719	335	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1060", "macs_OLAPMMS1__OLAPMMS_1_new_peak_577", "macs_OLAPMMS2__OLAPMMS_2_new_peak_444", "macs_DMSOMMS1__DMMS_1_new_peak_89")	074	ENSG00000164035	101429251	101449250	-	upstream	-102135	102135	NearestLocation	EMCN
chr4	106832089	106832451	363	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1062", "macs_OLAPMMS1__OLAPMMS_1_new_peak_578", "macs_DMSOMMS1__DMMS_1_new_peak_90", "macs_OLAPMMS2__OLAPMMS_2_new_peak_445")	075	ENSG00000168743	106806606	106826605	+	downstream	25483	5484	NearestLocation	NPNT
chr4	154190823	154191104	282	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1069", "macs_OLAPMMS1__OLAPMMS_1_new_peak_583", "macs_OLAPMMS2__OLAPMMS_2_new_peak_448", "macs_DMSOMMS1__DMMS_1_new_peak_91")	076	ENSG00000201786	154178163	154198162	-	inside	7339	7058	NearestLocation	NA
chr5	16547600	16547935	336	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1092", "macs_OLAPMMS2__OLAPMMS_2_new_peak_455", "macs_OLAPMMS1__OLAPMMS_1_new_peak_593", "macs_DMSOMMS1__DMMS_1_new_peak_93")	077	ENSG00000246214	16606036	16626035	+	upstream	-58436	58101	NearestLocation	LOC101929524
chr5	50006689	50006949	261	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1112", "macs_OLAPMMS1__OLAPMMS_1_new_peak_601", "macs_OLAPMMS2__OLAPMMS_2_new_peak_463", "macs_DMSOMMS1__DMMS_1_new_peak_94")	078	ENSG00000151883	49952814	49972813	+	downstream	53875	33876	NearestLocation	PARP8
chr5	54931964	54932287	324	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1117", "macs_DMSOMMS1__DMMS_1_new_peak_95", "macs_OLAPMMS1__OLAPMMS_1_new_peak_603", "macs_OLAPMMS2__OLAPMMS_2_new_peak_465")	079	ENSG00000177058	54998153	55018152	-	downstream	86188	65866	NearestLocation	SLC38A9
chr5	60123055	60123469	415	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_604", "macs_OLAPMMS2__OLAPMMS_2_new_peak_466", "macs_DMSOMMS1__DMMS_1_new_peak_96", "macs_DMSOMMS2__DMMS_2_new_peak_1120")	080	ENSG00000164181	60130102	60150101	-	downstream	27046	6633	NearestLocation	ELOVL7
chr5	122733181	122733518	338	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1150", "macs_DMSOMMS1__DMMS_1_new_peak_97", "macs_OLAPMMS1__OLAPMMS_1_new_peak_621", "macs_OLAPMMS2__OLAPMMS_2_new_peak_480")	081	ENSG00000168944	122749253	122769252	-	downstream	36071	15735	NearestLocation	CEP120
chr5	126815313	126815587	275	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1153", "macs_OLAPMMS1__OLAPMMS_1_new_peak_623", "macs_DMSOMMS1__DMMS_1_new_peak_98", "macs_OLAPMMS2__OLAPMMS_2_new_peak_481")	082	ENSG00000164244	126843320	126863319	+	upstream	-28007	27733	NearestLocation	PRRC1
chr5	147291055	147291433	379	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1162", "macs_OLAPMMS1__OLAPMMS_1_new_peak_631", "macs_OLAPMMS2__OLAPMMS_2_new_peak_487", "macs_DMSOMMS1__DMMS_1_new_peak_99")	083	ENSG00000178776	147276102	147296101	-	inside	5046	4668	NearestLocation	C5orf46
chr6	94650063	94650473	411	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1210", "macs_OLAPMMS1__OLAPMMS_1_new_peak_659", "macs_OLAPMMS2__OLAPMMS_2_new_peak_507", "macs_DMSOMMS1__DMMS_1_new_peak_101")	084	ENSG00000229600	94586619	94606618	+	downstream	63444	43445	NearestLocation	NA
chr6	116432731	116433023	293	*	c("macs_OLAPMMS2__OLAPMMS_2_new_peak_513", "macs_OLAPMMS1__OLAPMMS_1_new_peak_667", "macs_DMSOMMS2__DMMS_2_new_peak_1230", "macs_DMSOMMS1__DMMS_1_new_peak_102")	085	ENSG00000178425	116412000	116431999	+	downstream	20731	732	Overlapping	NT5DC1
chr6	116432731	116433023	293	*	c("macs_OLAPMMS2__OLAPMMS_2_new_peak_513", "macs_OLAPMMS1__OLAPMMS_1_new_peak_667", "macs_DMSOMMS2__DMMS_2_new_peak_1230", "macs_DMSOMMS1__DMMS_1_new_peak_102")	085	ENSG00000234188	116432321	116452320	+	inside	410	410	NearestLocation	NA
chr6	138580205	138580534	330	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1253", "macs_OLAPMMS1__OLAPMMS_1_new_peak_677", "macs_DMSOMMS1__DMMS_1_new_peak_104", "macs_OLAPMMS2__OLAPMMS_2_new_peak_522")	086	ENSG00000233453	138652403	138672402	+	upstream	-72198	71869	NearestLocation	NA
chr6	139806825	139807219	395	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1255", "macs_OLAPMMS1__OLAPMMS_1_new_peak_679", "macs_DMSOMMS1__DMMS_1_new_peak_105", "macs_OLAPMMS2__OLAPMMS_2_new_peak_523")	087	ENSG00000238099	139784193	139804192	-	upstream	-2633	2633	NearestLocation	LINC01625
chr7	9638193	9638488	296	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_689", "macs_DMSOMMS2__DMMS_2_new_peak_1275", "macs_DMSOMMS1__DMMS_1_new_peak_106", "macs_OLAPMMS2__OLAPMMS_2_new_peak_527")	088	ENSG00000233876	9644609	9664608	+	upstream	-6416	6121	NearestLocation	NA
chr7	27976142	27976530	389	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1289", "macs_OLAPMMS1__OLAPMMS_1_new_peak_698", "macs_OLAPMMS2__OLAPMMS_2_new_peak_530", "macs_DMSOMMS1__DMMS_1_new_peak_107")	089	ENSG00000229893	27770015	27790014	-	upstream	-186128	186128	NearestLocation	NA
chr7	81120871	81121267	397	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_709", "macs_DMSOMMS2__DMMS_2_new_peak_1309", "macs_OLAPMMS2__OLAPMMS_2_new_peak_537", "macs_DMSOMMS1__DMMS_1_new_peak_110")	090	ENSG00000232968	81082930	81102929	-	upstream	-17942	17942	NearestLocation	NA
chr7	84182986	84183359	374	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1311", "macs_DMSOMMS1__DMMS_1_new_peak_111", "macs_OLAPMMS2__OLAPMMS_2_new_peak_538", "macs_OLAPMMS1__OLAPMMS_1_new_peak_711")	091	ENSG00000227982	84148147	84168146	-	upstream	-14840	14840	NearestLocation	NA
chr7	99424892	99425347	456	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_718", "macs_DMSOMMS2__DMMS_2_new_peak_1323", "macs_OLAPMMS2__OLAPMMS_2_new_peak_542", "macs_DMSOMMS1__DMMS_1_new_peak_114")	092	ENSG00000021461	99415637	99435636	+	inside	9255	9255	NearestLocation	CYP3A43
chr7	103825809	103826141	333	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_719", "macs_DMSOMMS2__DMMS_2_new_peak_1325", "macs_OLAPMMS2__OLAPMMS_2_new_peak_543", "macs_DMSOMMS1__DMMS_1_new_peak_115")	093	ENSG00000164815	103838496	103858495	-	downstream	32686	12355	NearestLocation	ORC5
chr7	111908433	111908660	228	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1332", "macs_DMSOMMS1__DMMS_1_new_peak_116", "macs_OLAPMMS2__OLAPMMS_2_new_peak_548", "macs_OLAPMMS1__OLAPMMS_1_new_peak_724")	094	ENSG00000202406	111918679	111938678	+	upstream	-10246	10019	NearestLocation	NA
chr7	112202122	112202395	274	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_725", "macs_DMSOMMS2__DMMS_2_new_peak_1333", "macs_DMSOMMS1__DMMS_1_new_peak_117", "macs_OLAPMMS2__OLAPMMS_2_new_peak_549")	095	ENSG00000238252	112248127	112268126	+	upstream	-46005	45732	NearestLocation	NA
chr7	125124842	125125174	333	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_730", "macs_DMSOMMS2__DMMS_2_new_peak_1343", "macs_OLAPMMS2__OLAPMMS_2_new_peak_554", "macs_DMSOMMS1__DMMS_1_new_peak_118")	096	ENSG00000227869	125061402	125081401	+	downstream	63440	43441	NearestLocation	NA
chr8	71863658	71863911	254	*	c("macs_OLAPMMS1__OLAPMMS_1_new_peak_757", "macs_OLAPMMS2__OLAPMMS_2_new_peak_572", "macs_DMSOMMS2__DMMS_2_new_peak_1395", "macs_DMSOMMS1__DMMS_1_new_peak_120")	097	ENSG00000223220	71683244	71703243	-	upstream	-160415	160415	NearestLocation	NA
chr9	494750	495148	399	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1435", "macs_OLAPMMS1__OLAPMMS_1_new_peak_770", "macs_DMSOMMS1__DMMS_1_new_peak_121", "macs_OLAPMMS2__OLAPMMS_2_new_peak_587")	098	ENSG00000228115	477775	497774	+	inside	16975	2626	NearestLocation	NA
chr9	24381300	24381585	286	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1443", "macs_OLAPMMS1__OLAPMMS_1_new_peak_775", "macs_DMSOMMS1__DMMS_1_new_peak_122", "macs_OLAPMMS2__OLAPMMS_2_new_peak_591")	099	ENSG00000205442	24536014	24556013	-	downstream	174713	154429	NearestLocation	IZUMO3
chr9	84429357	84429732	376	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1460", "macs_OLAPMMS2__OLAPMMS_2_new_peak_599", "macs_OLAPMMS1__OLAPMMS_1_new_peak_785", "macs_DMSOMMS1__DMMS_1_new_peak_123")	100	ENSG00000220979	84410997	84430996	-	inside	1639	1264	NearestLocation	NA
chr9	89020125	89020492	368	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1466", "macs_OLAPMMS1__OLAPMMS_1_new_peak_788", "macs_OLAPMMS2__OLAPMMS_2_new_peak_601", "macs_DMSOMMS1__DMMS_1_new_peak_124")	101	ENSG00000236103	89016854	89036853	+	inside	3271	3271	Overlapping	NA
chr9	89020125	89020492	368	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1466", "macs_OLAPMMS1__OLAPMMS_1_new_peak_788", "macs_OLAPMMS2__OLAPMMS_2_new_peak_601", "macs_DMSOMMS1__DMMS_1_new_peak_124")	101	ENSG00000235819	89019198	89039197	+	inside	927	927	NearestLocation	NA
chrX	122443254	122443520	267	*	c("macs_DMSOMMS2__DMMS_2_new_peak_1527", "macs_OLAPMMS1__OLAPMMS_1_new_peak_821", "macs_DMSOMMS1__DMMS_1_new_peak_126", "macs_OLAPMMS2__OLAPMMS_2_new_peak_628")	102	ENSG00000125675	122308007	122328006	+	downstream	135247	115248	NearestLocation	GRIA3
